POINTID,collarID,collOrig,SEX,Treatment,PrePost,ID,Timestamp,Northing,Easting
1667,40993,40993,M,Control,Control,40993 Control,12/27/2018 0:00:0,33.39147,-81.687853
1668,40993,40993,M,Control,Control,40993 Control,12/27/2018 2:00:0,33.391508,-81.687141
1669,40993,40993,M,Control,Control,40993 Control,12/27/2018 4:00:0,33.389264,-81.695063
1670,40993,40993,M,Control,Control,40993 Control,12/27/2018 6:00:0,33.384394,-81.696907
1671,40993,40993,M,Control,Control,40993 Control,12/27/2018 12:00:0,33.384496,-81.69683
1672,40993,40993,M,Control,Control,40993 Control,12/27/2018 18:00:0,33.38433,-81.696919
1673,40993,40993,M,Control,Control,40993 Control,12/27/2018 20:00:0,33.387249,-81.693003
1674,40993,40993,M,Control,Control,40993 Control,12/27/2018 22:00:0,33.389823,-81.695381
1675,40993,40993,M,Control,Control,40993 Control,12/28/2018 0:00:0,33.390021,-81.696067
1676,40993,40993,M,Control,Control,40993 Control,12/28/2018 2:00:0,33.391012,-81.695749
1677,40993,40993,M,Control,Control,40993 Control,12/28/2018 4:00:0,33.386244,-81.698547
1678,40993,40993,M,Control,Control,40993 Control,12/28/2018 6:00:0,33.385411,-81.697377
1679,40993,40993,M,Control,Control,40993 Control,12/28/2018 18:00:0,33.384248,-81.696601
1680,40993,40993,M,Control,Control,40993 Control,12/28/2018 20:00:0,33.387433,-81.692126
1681,40993,40993,M,Control,Control,40993 Control,12/28/2018 22:00:0,33.392532,-81.687751
1682,40993,40993,M,Control,Control,40993 Control,12/29/2018 0:00:0,33.392608,-81.687751
1683,40993,40993,M,Control,Control,40993 Control,12/29/2018 2:00:0,33.391203,-81.68667
1684,40993,40993,M,Control,Control,40993 Control,12/29/2018 4:00:0,33.391286,-81.68695
1685,40993,40993,M,Control,Control,40993 Control,12/29/2018 6:00:0,33.386988,-81.691248
1686,40993,40993,M,Control,Control,40993 Control,12/29/2018 12:00:0,33.386937,-81.691274
1687,40993,40993,M,Control,Control,40993 Control,12/29/2018 18:00:0,33.386962,-81.691413
1688,40993,40993,M,Control,Control,40993 Control,12/29/2018 20:00:0,33.389461,-81.69032
1689,40993,40993,M,Control,Control,40993 Control,12/29/2018 22:00:0,33.386943,-81.692456
1690,40993,40993,M,Control,Control,40993 Control,12/30/2018 0:00:0,33.3866,-81.693473
1691,40993,40993,M,Control,Control,40993 Control,12/30/2018 2:00:0,33.386511,-81.693524
1692,40993,40993,M,Control,Control,40993 Control,12/30/2018 4:00:0,33.384998,-81.694885
1693,40993,40993,M,Control,Control,40993 Control,12/30/2018 6:00:0,33.384305,-81.696411
1694,40993,40993,M,Control,Control,40993 Control,12/30/2018 12:00:0,33.384413,-81.696512
1695,40993,40993,M,Control,Control,40993 Control,12/30/2018 18:00:0,33.384413,-81.696563
1696,40993,40993,M,Control,Control,40993 Control,12/30/2018 20:00:0,33.380458,-81.690396
1697,40993,40993,M,Control,Control,40993 Control,12/30/2018 22:00:0,33.387662,-81.687637
1698,40993,40993,M,Control,Control,40993 Control,12/31/2018 0:00:0,33.391362,-81.687128
1699,40993,40993,M,Control,Control,40993 Control,12/31/2018 2:00:0,33.392436,-81.687739
1700,40993,40993,M,Control,Control,40993 Control,12/31/2018 4:00:0,33.387261,-81.690676
1701,40993,40993,M,Control,Control,40993 Control,12/31/2018 6:00:0,33.386962,-81.691375
1702,40993,40993,M,Control,Control,40993 Control,12/31/2018 12:00:0,33.386931,-81.691452
1703,40993,40993,M,Control,Control,40993 Control,12/31/2018 18:00:0,33.386981,-81.691502
1704,40993,40993,M,Control,Control,40993 Control,12/31/2018 20:00:0,33.382022,-81.68723
1705,40993,40993,M,Control,Control,40993 Control,12/31/2018 22:00:0,33.369345,-81.695927
1706,40993,40993,M,Control,Control,40993 Control,1/1/2019 0:00:0,33.378233,-81.705617
1707,40993,40993,M,Control,Control,40993 Control,1/1/2019 2:00:0,33.387446,-81.693194
1708,40993,40993,M,Control,Control,40993 Control,1/1/2019 4:00:0,33.386848,-81.692456
1709,40993,40993,M,Control,Control,40993 Control,1/1/2019 6:00:0,33.387001,-81.691388
1710,40993,40993,M,Control,Control,40993 Control,1/1/2019 12:00:0,33.387058,-81.691337
1711,40993,40993,M,Control,Control,40993 Control,1/1/2019 18:00:0,33.386981,-81.691528
1712,40993,40993,M,Control,Control,40993 Control,1/1/2019 20:00:0,33.392487,-81.687751
1713,40993,40993,M,Control,Control,40993 Control,1/1/2019 22:00:0,33.393555,-81.69107
1714,40993,40993,M,Control,Control,40993 Control,1/2/2019 0:00:0,33.391788,-81.694643
1715,40993,40993,M,Control,Control,40993 Control,1/2/2019 2:00:0,33.391724,-81.69463
1716,40993,40993,M,Control,Control,40993 Control,1/2/2019 4:00:0,33.391101,-81.694529
1717,40993,40993,M,Control,Control,40993 Control,1/2/2019 6:00:0,33.386695,-81.69959
1718,40993,40993,M,Control,Control,40993 Control,1/2/2019 12:00:0,33.387001,-81.699717
1719,40993,40993,M,Control,Control,40993 Control,1/2/2019 22:00:0,33.387713,-81.691134
1720,40993,40993,M,Control,Control,40993 Control,1/3/2019 0:00:0,33.386397,-81.693728
1721,40993,40993,M,Control,Control,40993 Control,1/3/2019 2:00:0,33.386517,-81.693359
1722,40993,40993,M,Control,Control,40993 Control,1/3/2019 4:00:0,33.389976,-81.69622
1723,40993,40993,M,Control,Control,40993 Control,1/3/2019 6:00:0,33.389912,-81.696449
1724,40993,40993,M,Control,Control,40993 Control,1/3/2019 12:00:0,33.390122,-81.696996
1725,40993,40993,M,Control,Control,40993 Control,1/3/2019 18:00:0,33.390078,-81.697008
1726,40993,40993,M,Control,Control,40993 Control,1/3/2019 20:00:0,33.387325,-81.693079
1727,40993,40993,M,Control,Control,40993 Control,1/3/2019 22:00:0,33.38131,-81.700848
1728,40993,40993,M,Control,Control,40993 Control,1/4/2019 0:00:0,33.381552,-81.701115
1729,40993,40993,M,Control,Control,40993 Control,1/4/2019 2:00:0,33.374399,-81.696945
1730,40993,40993,M,Control,Control,40993 Control,1/4/2019 4:00:0,33.386314,-81.698432
1731,40993,40993,M,Control,Control,40993 Control,1/4/2019 6:00:0,33.384082,-81.696449
1732,40993,40993,M,Control,Control,40993 Control,1/4/2019 12:00:0,33.383853,-81.696551
1733,40993,40993,M,Control,Control,40993 Control,1/4/2019 18:00:0,33.384082,-81.696589
1734,40993,40993,M,Control,Control,40993 Control,1/4/2019 20:00:0,33.390141,-81.696004
1735,40993,40993,M,Control,Control,40993 Control,1/4/2019 22:00:0,33.390256,-81.695381
1736,40993,40993,M,Control,Control,40993 Control,1/5/2019 0:00:0,33.390027,-81.696245
1737,40993,40993,M,Control,Control,40993 Control,1/5/2019 2:00:0,33.389925,-81.696334
1738,40993,40993,M,Control,Control,40993 Control,1/5/2019 4:00:0,33.391597,-81.694452
1739,40993,40993,M,Control,Control,40993 Control,1/5/2019 6:00:0,33.389989,-81.696398
1740,40993,40993,M,Control,Control,40993 Control,1/5/2019 12:00:0,33.390059,-81.697072
1741,40993,40993,M,Control,Control,40993 Control,1/5/2019 18:00:0,33.390154,-81.697072
1742,40993,40993,M,Control,Control,40993 Control,1/5/2019 20:00:0,33.387293,-81.693092
1743,40993,40993,M,Control,Control,40993 Control,1/5/2019 22:00:0,33.387045,-81.689417
1744,40993,40993,M,Control,Control,40993 Control,1/6/2019 0:00:0,33.391445,-81.687294
1745,40993,40993,M,Control,Control,40993 Control,1/6/2019 2:00:0,33.392468,-81.688133
1746,40993,40993,M,Control,Control,40993 Control,1/6/2019 4:00:0,33.392545,-81.689468
1747,40993,40993,M,Control,Control,40993 Control,1/6/2019 6:00:0,33.389919,-81.696271
1748,40993,40993,M,Control,Control,40993 Control,1/6/2019 12:00:0,33.383879,-81.697008
1749,40993,40993,M,Control,Control,40993 Control,1/6/2019 18:00:0,33.3844,-81.696474
1750,40993,40993,M,Control,Control,40993 Control,1/6/2019 20:00:0,33.387318,-81.693066
1751,40993,40993,M,Control,Control,40993 Control,1/6/2019 22:00:0,33.386905,-81.692456
1752,40993,40993,M,Control,Control,40993 Control,1/7/2019 0:00:0,33.387032,-81.692405
1753,40993,40993,M,Control,Control,40993 Control,1/7/2019 2:00:0,33.387001,-81.692456
1754,40993,40993,M,Control,Control,40993 Control,1/7/2019 4:00:0,33.386931,-81.692482
1755,40993,40993,M,Control,Control,40993 Control,1/7/2019 6:00:0,33.386931,-81.691515
1756,40993,40993,M,Control,Control,40993 Control,1/7/2019 12:00:0,33.386937,-81.691439
1757,40993,40993,M,Control,Control,40993 Control,1/7/2019 18:00:0,33.386975,-81.691464
1758,40993,40993,M,Control,Control,40993 Control,1/7/2019 20:00:0,33.387013,-81.691426
1759,40993,40993,M,Control,Control,40993 Control,1/7/2019 22:00:0,33.386943,-81.691413
1760,40993,40993,M,Control,Control,40993 Control,1/8/2019 0:00:0,33.386918,-81.691363
1761,40993,40993,M,Control,Control,40993 Control,1/8/2019 4:00:0,33.383949,-81.689315
1762,40993,40993,M,Control,Control,40993 Control,1/8/2019 6:00:0,33.384063,-81.689404
1763,40993,40993,M,Control,Control,40993 Control,1/8/2019 12:00:0,33.383873,-81.689315
1764,40993,40993,M,Control,Control,40993 Control,1/8/2019 18:00:0,33.384095,-81.689481
1765,40993,40993,M,Control,Control,40993 Control,1/8/2019 20:00:0,33.38344,-81.689226
1766,40993,40993,M,Control,Control,40993 Control,1/8/2019 22:00:0,33.386778,-81.692405
1767,40993,40993,M,Control,Control,40993 Control,1/9/2019 0:00:0,33.392818,-81.688858
1768,40993,40993,M,Control,Control,40993 Control,1/9/2019 2:00:0,33.393651,-81.691006
1769,40993,40993,M,Control,Control,40993 Control,1/9/2019 4:00:0,33.393555,-81.693066
1770,40993,40993,M,Control,Control,40993 Control,1/9/2019 6:00:0,33.386327,-81.698483
1771,40993,40993,M,Control,Control,40993 Control,1/9/2019 12:00:0,33.38632,-81.698547
1772,40993,40993,M,Control,Control,40993 Control,1/9/2019 20:00:0,33.384387,-81.696093
1773,40993,40993,M,Control,Control,40993 Control,1/9/2019 22:00:0,33.387261,-81.693028
1774,40993,40993,M,Control,Control,40993 Control,1/10/2019 0:00:0,33.387172,-81.693194
1775,40993,40993,M,Control,Control,40993 Control,1/10/2019 2:00:0,33.387121,-81.693092
1776,40993,40993,M,Control,Control,40993 Control,1/10/2019 4:00:0,33.387001,-81.691477
1777,40993,40993,M,Control,Control,40993 Control,1/10/2019 6:00:0,33.386918,-81.691401
1778,40993,40993,M,Control,Control,40993 Control,1/10/2019 12:00:0,33.387001,-81.691452
1779,40993,40993,M,Control,Control,40993 Control,1/10/2019 18:00:0,33.387064,-81.691426
1780,40993,40993,M,Control,Control,40993 Control,1/10/2019 20:00:0,33.388088,-81.690854
1781,40993,40993,M,Control,Control,40993 Control,1/10/2019 22:00:0,33.391947,-81.687255
1782,40993,40993,M,Control,Control,40993 Control,1/11/2019 0:00:0,33.392831,-81.687688
1783,40993,40993,M,Control,Control,40993 Control,1/11/2019 2:00:0,33.384006,-81.689392
1784,40993,40993,M,Control,Control,40993 Control,1/11/2019 4:00:0,33.383987,-81.68943
1785,40993,40993,M,Control,Control,40993 Control,1/11/2019 6:00:0,33.384108,-81.689341
1786,40993,40993,M,Control,Control,40993 Control,1/11/2019 12:00:0,33.384101,-81.689404
1787,40993,40993,M,Control,Control,40993 Control,1/11/2019 18:00:0,33.384006,-81.689468
1788,40993,40993,M,Control,Control,40993 Control,1/11/2019 20:00:0,33.383688,-81.688985
1789,40993,40993,M,Control,Control,40993 Control,1/11/2019 22:00:0,33.38557,-81.690078
1790,40993,40993,M,Control,Control,40993 Control,1/12/2019 0:00:0,33.391184,-81.687014
1791,40993,40993,M,Control,Control,40993 Control,1/12/2019 2:00:0,33.392233,-81.687268
1792,40993,40993,M,Control,Control,40993 Control,1/12/2019 4:00:0,33.391928,-81.687001
1793,40993,40993,M,Control,Control,40993 Control,1/12/2019 6:00:0,33.387388,-81.688667
1794,40993,40993,M,Control,Control,40993 Control,1/12/2019 12:00:0,33.387446,-81.688743
1795,40993,40993,M,Control,Control,40993 Control,1/12/2019 20:00:0,33.383383,-81.693066
1796,40993,40993,M,Control,Control,40993 Control,1/12/2019 22:00:0,33.379498,-81.701929
1797,40993,40993,M,Control,Control,40993 Control,1/13/2019 0:00:0,33.373713,-81.697479
1798,40993,40993,M,Control,Control,40993 Control,1/13/2019 2:00:0,33.370127,-81.695813
1799,40993,40993,M,Control,Control,40993 Control,1/13/2019 4:00:0,33.374959,-81.690663
1800,40993,40993,M,Control,Control,40993 Control,1/13/2019 6:00:0,33.375143,-81.691032
1801,40993,40993,M,Control,Control,40993 Control,1/13/2019 12:00:0,33.375022,-81.69065
1802,40993,40993,M,Control,Control,40993 Control,1/13/2019 18:00:0,33.375067,-81.690714
1803,40993,40993,M,Control,Control,40993 Control,1/13/2019 20:00:0,33.381838,-81.69505
1804,40993,40993,M,Control,Control,40993 Control,1/13/2019 22:00:0,33.389277,-81.69065
1805,40993,40993,M,Control,Control,40993 Control,1/14/2019 0:00:0,33.389397,-81.690345
1806,40993,40993,M,Control,Control,40993 Control,1/14/2019 2:00:0,33.393142,-81.687739
1807,40993,40993,M,Control,Control,40993 Control,1/14/2019 4:00:0,33.392195,-81.687001
1808,40993,40993,M,Control,Control,40993 Control,1/14/2019 6:00:0,33.387318,-81.688692
1809,40993,40993,M,Control,Control,40993 Control,1/14/2019 12:00:0,33.387484,-81.688718
1810,40993,40993,M,Control,Control,40993 Control,1/14/2019 18:00:0,33.387503,-81.688743
1811,40993,40993,M,Control,Control,40993 Control,1/14/2019 20:00:0,33.386371,-81.687281
1812,40993,40993,M,Control,Control,40993 Control,1/14/2019 22:00:0,33.385932,-81.689849
1813,40993,40993,M,Control,Control,40993 Control,1/15/2019 0:00:0,33.383046,-81.692812
1814,40993,40993,M,Control,Control,40993 Control,1/15/2019 2:00:0,33.383097,-81.692571
1815,40993,40993,M,Control,Control,40993 Control,1/15/2019 4:00:0,33.384419,-81.695966
1816,40993,40993,M,Control,Control,40993 Control,1/15/2019 6:00:0,33.383021,-81.700581
1817,40993,40993,M,Control,Control,40993 Control,1/15/2019 12:00:0,33.384044,-81.696614
1818,40993,40993,M,Control,Control,40993 Control,1/15/2019 18:00:0,33.384222,-81.696563
1819,40993,40993,M,Control,Control,40993 Control,1/15/2019 20:00:0,33.384127,-81.696271
1820,40993,40993,M,Control,Control,40993 Control,1/15/2019 22:00:0,33.384082,-81.696551
1821,40993,40993,M,Control,Control,40993 Control,1/16/2019 0:00:0,33.384171,-81.696093
1822,40993,40993,M,Control,Control,40993 Control,1/16/2019 2:00:0,33.384381,-81.695927
1823,40993,40993,M,Control,Control,40993 Control,1/16/2019 20:00:0,33.386308,-81.698547
1824,40993,40993,M,Control,Control,40993 Control,1/16/2019 22:00:0,33.38632,-81.698483
1825,40993,40993,M,Control,Control,40993 Control,1/17/2019 0:00:0,33.386352,-81.698432
1826,40993,40993,M,Control,Control,40993 Control,1/17/2019 2:00:0,33.388546,-81.697034
1827,40993,40993,M,Control,Control,40993 Control,1/17/2019 4:00:0,33.393683,-81.692952
1828,40993,40993,M,Control,Control,40993 Control,1/17/2019 6:00:0,33.393511,-81.693028
1829,40993,40993,M,Control,Control,40993 Control,1/17/2019 12:00:0,33.393466,-81.69313
1830,40993,40993,M,Control,Control,40993 Control,1/17/2019 18:00:0,33.393454,-81.693003
1831,40993,40993,M,Control,Control,40993 Control,1/17/2019 20:00:0,33.39381,-81.691528
1832,40993,40993,M,Control,Control,40993 Control,1/17/2019 22:00:0,33.391979,-81.687039
1833,40993,40993,M,Control,Control,40993 Control,1/18/2019 0:00:0,33.393416,-81.688362
1834,40993,40993,M,Control,Control,40993 Control,1/18/2019 2:00:0,33.394198,-81.689481
1835,40993,40993,M,Control,Control,40993 Control,1/18/2019 4:00:0,33.39409,-81.689557
1836,40993,40993,M,Control,Control,40993 Control,1/18/2019 6:00:0,33.39407,-81.689684
1837,40993,40993,M,Control,Control,40993 Control,1/18/2019 12:00:0,33.394128,-81.689544
1838,40993,40993,M,Control,Control,40993 Control,1/18/2019 18:00:0,33.39414,-81.689481
1839,40993,40993,M,Control,Control,40993 Control,1/18/2019 20:00:0,33.394134,-81.689455
1840,40993,40993,M,Control,Control,40993 Control,1/18/2019 22:00:0,33.394083,-81.689353
1841,40993,40993,M,Control,Control,40993 Control,1/19/2019 0:00:0,33.394179,-81.689532
1842,40993,40993,M,Control,Control,40993 Control,1/19/2019 2:00:0,33.394166,-81.68957
1843,40993,40993,M,Control,Control,40993 Control,1/19/2019 4:00:0,33.394287,-81.689468
1844,40993,40993,M,Control,Control,40993 Control,1/19/2019 6:00:0,33.394242,-81.689392
1845,40993,40993,M,Control,Control,40993 Control,1/19/2019 12:00:0,33.394287,-81.68943
1846,40993,40993,M,Control,Control,40993 Control,1/19/2019 18:00:0,33.394293,-81.689392
1847,40993,40993,M,Control,Control,40993 Control,1/19/2019 20:00:0,33.394115,-81.689493
1848,40993,40993,M,Control,Control,40993 Control,1/19/2019 22:00:0,33.394217,-81.689519
1849,40993,40993,M,Control,Control,40993 Control,1/20/2019 0:00:0,33.394013,-81.689468
1850,40993,40993,M,Control,Control,40993 Control,1/20/2019 2:00:0,33.391979,-81.694185
1851,40993,40993,M,Control,Control,40993 Control,1/20/2019 4:00:0,33.390021,-81.696245
1852,40993,40993,M,Control,Control,40993 Control,1/20/2019 6:00:0,33.391114,-81.695215
1853,40993,40993,M,Control,Control,40993 Control,1/20/2019 12:00:0,33.390116,-81.697008
1854,40993,40993,M,Control,Control,40993 Control,1/20/2019 18:00:0,33.390167,-81.697008
1855,40993,40993,M,Control,Control,40993 Control,1/20/2019 20:00:0,33.393714,-81.693944
1856,40993,40993,M,Control,Control,40993 Control,1/20/2019 22:00:0,33.388902,-81.695241
1857,40993,40993,M,Control,Control,40993 Control,1/21/2019 0:00:0,33.381355,-81.693333
1858,40993,40993,M,Control,Control,40993 Control,1/21/2019 2:00:0,33.382016,-81.692965
1859,40993,40993,M,Control,Control,40993 Control,1/21/2019 4:00:0,33.381997,-81.69299
1860,40993,40993,M,Control,Control,40993 Control,1/21/2019 6:00:0,33.382048,-81.69285
1861,40993,40993,M,Control,Control,40993 Control,1/21/2019 12:00:0,33.382061,-81.692914
1862,40993,40993,M,Control,Control,40993 Control,1/21/2019 18:00:0,33.382124,-81.692901
1863,40993,40993,M,Control,Control,40993 Control,1/21/2019 20:00:0,33.383561,-81.689481
1864,40993,40993,M,Control,Control,40993 Control,1/21/2019 22:00:0,33.383052,-81.687459
1865,40993,40993,M,Control,Control,40993 Control,1/22/2019 0:00:0,33.389544,-81.690498
1866,40993,40993,M,Control,Control,40993 Control,1/22/2019 4:00:0,33.389334,-81.690765
1867,40993,40993,M,Control,Control,40993 Control,1/22/2019 20:00:0,33.391693,-81.686696
1868,40993,40993,M,Control,Control,40993 Control,1/22/2019 22:00:0,33.392557,-81.686696
1869,40993,40993,M,Control,Control,40993 Control,1/23/2019 0:00:0,33.392163,-81.68709
1870,40993,40993,M,Control,Control,40993 Control,1/23/2019 2:00:0,33.391667,-81.686785
1871,40993,40993,M,Control,Control,40993 Control,1/23/2019 4:00:0,33.391375,-81.687065
1872,40993,40993,M,Control,Control,40993 Control,1/23/2019 6:00:0,33.389353,-81.690765
1873,40993,40993,M,Control,Control,40993 Control,1/23/2019 12:00:0,33.388266,-81.691197
1874,40993,40993,M,Control,Control,40993 Control,1/23/2019 18:00:0,33.387121,-81.691413
1875,40993,40993,M,Control,Control,40993 Control,1/23/2019 20:00:0,33.378685,-81.687294
1876,40993,40993,M,Control,Control,40993 Control,1/23/2019 22:00:0,33.374437,-81.693613
1877,40993,40993,M,Control,Control,40993 Control,1/24/2019 0:00:0,33.376459,-81.694936
1878,40993,40993,M,Control,Control,40993 Control,1/24/2019 2:00:0,33.384763,-81.699221
1879,40993,40993,M,Control,Control,40993 Control,1/24/2019 4:00:0,33.390898,-81.695012
1880,40993,40993,M,Control,Control,40993 Control,1/24/2019 6:00:0,33.39011,-81.695343
1881,40993,40993,M,Control,Control,40993 Control,1/24/2019 12:00:0,33.394147,-81.689532
1882,40993,40993,M,Control,Control,40993 Control,1/24/2019 18:00:0,33.394077,-81.68943
1883,40993,40993,M,Control,Control,40993 Control,1/24/2019 20:00:0,33.394242,-81.689481
1884,40993,40993,M,Control,Control,40993 Control,1/24/2019 22:00:0,33.390396,-81.694541
1885,40993,40993,M,Control,Control,40993 Control,1/25/2019 0:00:0,33.390046,-81.696016
1886,40993,40993,M,Control,Control,40993 Control,1/25/2019 2:00:0,33.389874,-81.696105
1887,40993,40993,M,Control,Control,40993 Control,1/25/2019 4:00:0,33.38955,-81.691185
1888,40993,40993,M,Control,Control,40993 Control,1/25/2019 20:00:0,33.391998,-81.687205
1889,40993,40993,M,Control,Control,40993 Control,1/25/2019 22:00:0,33.392608,-81.686683
1890,40993,40993,M,Control,Control,40993 Control,1/26/2019 0:00:0,33.393708,-81.692927
1891,40993,40993,M,Control,Control,40993 Control,1/26/2019 2:00:0,33.391356,-81.695114
1892,40993,40993,M,Control,Control,40993 Control,1/26/2019 4:00:0,33.386753,-81.693105
1893,40993,40993,M,Control,Control,40993 Control,1/26/2019 6:00:0,33.387045,-81.691363
1894,40993,40993,M,Control,Control,40993 Control,1/26/2019 12:00:0,33.38709,-81.691261
1895,40993,40993,M,Control,Control,40993 Control,1/26/2019 18:00:0,33.386962,-81.691223
1896,40993,40993,M,Control,Control,40993 Control,1/26/2019 20:00:0,33.375703,-81.690714
1897,40993,40993,M,Control,Control,40993 Control,1/26/2019 22:00:0,33.371901,-81.690956
1898,40993,40993,M,Control,Control,40993 Control,1/27/2019 0:00:0,33.371367,-81.69547
1899,40993,40993,M,Control,Control,40993 Control,1/27/2019 2:00:0,33.371392,-81.694414
1900,40993,40993,M,Control,Control,40993 Control,1/27/2019 4:00:0,33.371138,-81.694402
1901,40993,40993,M,Control,Control,40993 Control,1/27/2019 6:00:0,33.371322,-81.694554
1902,40993,40993,M,Control,Control,40993 Control,1/27/2019 12:00:0,33.371367,-81.694452
1903,40993,40993,M,Control,Control,40993 Control,1/27/2019 18:00:0,33.371322,-81.694452
1904,40993,40993,M,Control,Control,40993 Control,1/27/2019 20:00:0,33.380897,-81.698521
1905,40993,40993,M,Control,Control,40993 Control,1/27/2019 22:00:0,33.387935,-81.695813
1906,40993,40993,M,Control,Control,40993 Control,1/28/2019 0:00:0,33.390567,-81.694821
1907,40993,40993,M,Control,Control,40993 Control,1/28/2019 2:00:0,33.393695,-81.694058
1908,40993,40993,M,Control,Control,40993 Control,1/28/2019 4:00:0,33.392246,-81.694084
1909,40993,40993,M,Control,Control,40993 Control,1/28/2019 6:00:0,33.388813,-81.696843
1910,40993,40993,M,Control,Control,40993 Control,1/28/2019 12:00:0,33.387554,-81.69683
1911,40993,40993,M,Control,Control,40993 Control,1/28/2019 18:00:0,33.387261,-81.697186
1912,40993,40993,M,Control,Control,40993 Control,1/28/2019 20:00:0,33.383733,-81.698267
1913,40993,40993,M,Control,Control,40993 Control,1/28/2019 22:00:0,33.38201,-81.696169
1914,40993,40993,M,Control,Control,40993 Control,1/29/2019 0:00:0,33.382334,-81.689862
1915,40993,40993,M,Control,Control,40993 Control,1/29/2019 2:00:0,33.381183,-81.694325
1916,40993,40993,M,Control,Control,40993 Control,1/29/2019 4:00:0,33.385678,-81.689214
1917,40993,40993,M,Control,Control,40993 Control,1/29/2019 6:00:0,33.385627,-81.68901
1918,40993,40993,M,Control,Control,40993 Control,1/29/2019 12:00:0,33.385767,-81.689277
1919,40993,40993,M,Control,Control,40993 Control,1/29/2019 18:00:0,33.38564,-81.689214
1920,40993,40993,M,Control,Control,40993 Control,1/29/2019 20:00:0,33.391044,-81.695927
1921,40993,40993,M,Control,Control,40993 Control,1/29/2019 22:00:0,33.388024,-81.698801
1922,40993,40993,M,Control,Control,40993 Control,1/30/2019 0:00:0,33.385958,-81.700251
1923,40993,40993,M,Control,Control,40993 Control,1/30/2019 2:00:0,33.385481,-81.697479
1924,40993,40993,M,Control,Control,40993 Control,1/30/2019 4:00:0,33.388183,-81.690816
1925,40993,40993,M,Control,Control,40993 Control,1/30/2019 6:00:0,33.387058,-81.69135
1926,40993,40993,M,Control,Control,40993 Control,1/30/2019 12:00:0,33.387134,-81.69135
1927,40993,40993,M,Control,Control,40993 Control,1/30/2019 18:00:0,33.387001,-81.691375
1928,40993,40993,M,Control,Control,40993 Control,1/31/2019 20:00:0,33.392201,-81.686925
1929,40993,40993,M,Control,Control,40993 Control,1/31/2019 22:00:0,33.392208,-81.687141
1930,40993,40993,M,Control,Control,40993 Control,2/1/2019 0:00:0,33.383669,-81.689023
1931,40993,40993,M,Control,Control,40993 Control,2/1/2019 2:00:0,33.386784,-81.688552
1932,40993,40993,M,Control,Control,40993 Control,2/1/2019 4:00:0,33.383707,-81.688972
1933,40993,40993,M,Control,Control,40993 Control,2/1/2019 6:00:0,33.384044,-81.689455
1934,40993,40993,M,Control,Control,40993 Control,2/1/2019 12:00:0,33.384089,-81.689315
1935,40993,40993,M,Control,Control,40993 Control,2/1/2019 18:00:0,33.384044,-81.689493
1936,40993,40993,M,Control,Control,40993 Control,2/1/2019 20:00:0,33.380407,-81.690523
1937,40993,40993,M,Control,Control,40993 Control,2/1/2019 22:00:0,33.370972,-81.695254
1938,40993,40993,M,Control,Control,40993 Control,2/2/2019 0:00:0,33.371646,-81.694274
1939,40993,40993,M,Control,Control,40993 Control,2/2/2019 2:00:0,33.391159,-81.687192
1940,40993,40993,M,Control,Control,40993 Control,2/2/2019 4:00:0,33.392653,-81.687014
1941,40993,40993,M,Control,Control,40993 Control,2/2/2019 6:00:0,33.394357,-81.689468
1942,40993,40993,M,Control,Control,40993 Control,2/2/2019 12:00:0,33.394318,-81.689544
1943,40993,40993,M,Control,Control,40993 Control,2/2/2019 18:00:0,33.394299,-81.689392
1944,40993,40993,M,Control,Control,40993 Control,2/2/2019 20:00:0,33.394299,-81.689493
1945,40993,40993,M,Control,Control,40993 Control,2/2/2019 22:00:0,33.394293,-81.689353
1946,40993,40993,M,Control,Control,40993 Control,2/3/2019 0:00:0,33.394268,-81.689404
1947,40993,40993,M,Control,Control,40993 Control,2/3/2019 2:00:0,33.39004,-81.687472
1948,40993,40993,M,Control,Control,40993 Control,2/3/2019 4:00:0,33.380922,-81.694592
1949,40993,40993,M,Control,Control,40993 Control,2/3/2019 6:00:0,33.382957,-81.694961
1950,40993,40993,M,Control,Control,40993 Control,2/3/2019 12:00:0,33.38297,-81.694936
1951,40993,40993,M,Control,Control,40993 Control,2/3/2019 18:00:0,33.382963,-81.694923
1952,40993,40993,M,Control,Control,40993 Control,2/3/2019 20:00:0,33.385538,-81.692927
1953,40993,40993,M,Control,Control,40993 Control,2/3/2019 22:00:0,33.393142,-81.694071
1954,40993,40993,M,Control,Control,40993 Control,2/4/2019 0:00:0,33.390408,-81.695152
1955,40993,40993,M,Control,Control,40993 Control,2/4/2019 2:00:0,33.389887,-81.695877
1956,40993,40993,M,Control,Control,40993 Control,2/4/2019 4:00:0,33.391368,-81.69608
1957,40993,40993,M,Control,Control,40993 Control,2/4/2019 6:00:0,33.386155,-81.688629
1958,40993,40993,M,Control,Control,40993 Control,2/4/2019 12:00:0,33.38571,-81.689226
1959,40993,40993,M,Control,Control,40993 Control,2/4/2019 18:00:0,33.385742,-81.689175
1960,40993,40993,M,Control,Control,40993 Control,2/4/2019 20:00:0,33.374717,-81.689455
1961,40993,40993,M,Control,Control,40993 Control,2/4/2019 22:00:0,33.374209,-81.69814
1962,40993,40993,M,Control,Control,40993 Control,2/5/2019 0:00:0,33.3811,-81.698687
